Metric,f1-score-train,precision-train,recall-train,support-train,f1-score-test,precision-test,recall-test,support-test,Model
balanced_accuracy,0.9449755376210399,,,,0.8641949046038396,,,,Decision Tree_rf
kappa,0.9389055272568758,,,,0.8514098011058275,,,,Decision Tree_rf
accuracy,0.9450243562978428,0.9450243562978428,0.9450243562978428,0.9450243562978428,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,Decision Tree_rf
macro avg,0.9449319848017202,0.9458291910983609,0.9449755376210399,1437.0,0.863131960779091,0.8663680899271506,0.8641949046038396,360.0,Decision Tree_rf
weighted avg,0.9449859677640464,0.9459007291691488,0.9450243562978428,1437.0,0.8666566636146772,0.8705391467280699,0.8666666666666667,360.0,Decision Tree_rf
balanced_accuracy,1.0,,,,0.9722619618867645,,,,Random Forest_rf
kappa,1.0,,,,0.969042643758223,,,,Random Forest_rf
accuracy,1.0,1.0,1.0,1.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,Random Forest_rf
macro avg,1.0,1.0,1.0,1437.0,0.9717655099795195,0.9718289060987393,0.9722619618867645,360.0,Random Forest_rf
weighted avg,1.0,1.0,1.0,1437.0,0.9723112765303288,0.9728885450437172,0.9722222222222222,360.0,Random Forest_rf
