Metric,f1-score-train,precision-train,recall-train,support-train,f1-score-test,precision-test,recall-test,support-test,Model
balanced_accuracy,1.0,,,,0.9723082153557747,,,,Random Forest_rf
kappa,1.0,,,,0.9690333235845648,,,,Random Forest_rf
accuracy,1.0,1.0,1.0,1.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,Random Forest_rf
macro avg,1.0,1.0,1.0,1437.0,0.9729357033842954,0.9741573544311339,0.9723082153557747,360.0,Random Forest_rf
weighted avg,1.0,1.0,1.0,1437.0,0.9722681587202784,0.9728253053585499,0.9722222222222222,360.0,Random Forest_rf
balanced_accuracy,1.0,,,,0.9786718517194111,,,,XGBoost_rf
kappa,1.0,,,,0.9752326241378717,,,,XGBoost_rf
accuracy,1.0,1.0,1.0,1.0,0.9777777777777777,0.9777777777777777,0.9777777777777777,0.9777777777777777,XGBoost_rf
macro avg,1.0,1.0,1.0,1437.0,0.9783661049116542,0.9781647523279304,0.9786718517194111,360.0,XGBoost_rf
weighted avg,1.0,1.0,1.0,1437.0,0.977781414564604,0.9778735632183908,0.9777777777777777,360.0,XGBoost_rf
