Metric;f1-score-train;precision-train;recall-train;support-train;f1-score-test;precision-test;recall-test;support-test;Model
accuracy;1,0;1,0;1,0;1,0;0,8527777777777777;0,8527777777777777;0,8527777777777777;0,8527777777777777;Decision Tree_mi
macro avg;1,0;1,0;1,0;1437,0;0,849798275630895;0,85182575802726;0,851518677355729;360,0;Decision Tree_mi
weighted avg;1,0;1,0;1,0;1437,0;0,8545481281268509;0,8597115176036746;0,8527777777777777;360,0;Decision Tree_mi
balanced_accuracy;0,9713224918875761;;;;0,8291231881702306;;;;Decision Tree_none
kappa;0,9682911549776057;;;;0,8172856073705128;;;;Decision Tree_none
accuracy;0,9714683368128044;0,9714683368128044;0,9714683368128044;0,9714683368128044;0,8361111111111111;0,8361111111111111;0,8361111111111111;0,8361111111111111;Decision Tree_none
macro avg;0,9715389479978306;0,9719984304743612;0,9713224918875761;1437,0;0,8287103676104308;0,830538338409465;0,8291231881702306;360,0;Decision Tree_none
weighted avg;0,9714598972210066;0,971701367837713;0,9714683368128044;1437,0;0,8350648832096272;0,8363396504970293;0,8361111111111111;360,0;Decision Tree_none
balanced_accuracy;1,0;;;;0,9752692082635763;;;;Random Forest_rfe
kappa;1,0;;;;0,9721292720062623;;;;Random Forest_rfe
accuracy;1,0;1,0;1,0;1,0;0,975;0,975;0,975;0,975;Random Forest_rfe
macro avg;1,0;1,0;1,0;1437,0;0,9759445903727805;0,977098608065074;0,9752692082635763;360,0;Random Forest_rfe
weighted avg;1,0;1,0;1,0;1437,0;0,9750073401366647;0,9755075544782019;0,975;360,0;Random Forest_rfe
balanced_accuracy;1,0;;;;0,9673285058704332;;;;Random Forest_pca
kappa;1,0;;;;0,9628403079437443;;;;Random Forest_pca
accuracy;1,0;1,0;1,0;1,0;0,9666666666666667;0,9666666666666667;0,9666666666666667;0,9666666666666667;Random Forest_pca
macro avg;1,0;1,0;1,0;1437,0;0,9679752151085024;0,9692206453649584;0,9673285058704332;360,0;Random Forest_pca
weighted avg;1,0;1,0;1,0;1437,0;0,9666332699385666;0,9671690134328658;0,9666666666666667;360,0;Random Forest_pca
balanced_accuracy;1,0;;;;0,9777692082635762;;;;Random Forest_rf
kappa;1,0;;;;0,9752247408490687;;;;Random Forest_rf
accuracy;1,0;1,0;1,0;1,0;0,9777777777777777;0,9777777777777777;0,9777777777777777;0,9777777777777777;Random Forest_rf
macro avg;1,0;1,0;1,0;1437,0;0,9786819767629236;0,9799391936920376;0,9777692082635762;360,0;Random Forest_rf
weighted avg;1,0;1,0;1,0;1437,0;0,9778144389674289;0,9782015758564339;0,9777777777777777;360,0;Random Forest_rf
balanced_accuracy;1,0;;;;0,9774661779605458;;;;Random Forest_mi
kappa;1,0;;;;0,9752279373817306;;;;Random Forest_mi
accuracy;1,0;1,0;1,0;1,0;0,9777777777777777;0,9777777777777777;0,9777777777777777;0,9777777777777777;Random Forest_mi
macro avg;1,0;1,0;1,0;1437,0;0,977848456613601;0,9788484624619078;0,9774661779605458;360,0;Random Forest_mi
weighted avg;1,0;1,0;1,0;1437,0;0,9778200462175759;0,9784170591313447;0,9777777777777777;360,0;Random Forest_mi
balanced_accuracy;1,0;;;;0,9714946984596546;;;;Random Forest_none
kappa;1,0;;;;0,9690325244514025;;;;Random Forest_none
accuracy;1,0;1,0;1,0;1,0;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;Random Forest_none
macro avg;1,0;1,0;1,0;1437,0;0,9720604906404221;0,9732725270253708;0,9714946984596546;360,0;Random Forest_none
weighted avg;1,0;1,0;1,0;1437,0;0,9722197760022008;0,9728248197900226;0,9722222222222222;360,0;Random Forest_none
balanced_accuracy;1,0;;;;0,9725000571248599;;;;Gradient Boosting_rfe
kappa;1,0;;;;0,9690479670532804;;;;Gradient Boosting_rfe
accuracy;1,0;1,0;1,0;1,0;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;Gradient Boosting_rfe
macro avg;1,0;1,0;1,0;1437,0;0,9712685141082018;0,9704759209221144;0,9725000571248599;360,0;Gradient Boosting_rfe
weighted avg;1,0;1,0;1,0;1437,0;0,9722961925559886;0,9727668210667703;0,9722222222222222;360,0;Gradient Boosting_rfe
balanced_accuracy;1,0;;;;0,955027025358962;;;;Gradient Boosting_pca
kappa;1,0;;;;0,9473702315021844;;;;Gradient Boosting_pca
accuracy;1,0;1,0;1,0;1,0;0,9527777777777777;0,9527777777777777;0,9527777777777777;0,9527777777777777;Gradient Boosting_pca
macro avg;1,0;1,0;1,0;1437,0;0,9548886878773996;0,9555488293304268;0,955027025358962;360,0;Gradient Boosting_pca
weighted avg;1,0;1,0;1,0;1437,0;0,9527607805345907;0,9535633885924583;0,9527777777777777;360,0;Gradient Boosting_pca
balanced_accuracy;1,0;;;;0,9760714856962884;;;;Gradient Boosting_rf
kappa;1,0;;;;0,9721467624909735;;;;Gradient Boosting_rf
accuracy;1,0;1,0;1,0;1,0;0,975;0,975;0,975;0,975;Gradient Boosting_rf
macro avg;1,0;1,0;1,0;1437,0;0,9744189603495105;0,9734681410543479;0,9760714856962884;360,0;Gradient Boosting_rf
weighted avg;1,0;1,0;1,0;1437,0;0,9751581290168769;0,9759408662856937;0,975;360,0;Gradient Boosting_rf
balanced_accuracy;1,0;;;;0,9730411826659854;;;;Gradient Boosting_mi
kappa;1,0;;;;0,9690439747536417;;;;Gradient Boosting_mi
accuracy;1,0;1,0;1,0;1,0;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;Gradient Boosting_mi
macro avg;1,0;1,0;1,0;1437,0;0,9722891944195;0,9720074775273109;0,9730411826659854;360,0;Gradient Boosting_mi
weighted avg;1,0;1,0;1,0;1437,0;0,9722803735584763;0,9727527349725624;0,9722222222222222;360,0;Gradient Boosting_mi
balanced_accuracy;1,0;;;;0,9760714856962884;;;;Gradient Boosting_none
kappa;1,0;;;;0,9721443678319033;;;;Gradient Boosting_none
accuracy;1,0;1,0;1,0;1,0;0,975;0,975;0,975;0,975;Gradient Boosting_none
macro avg;1,0;1,0;1,0;1437,0;0,9745752376327111;0,9737361090098886;0,9760714856962884;360,0;Gradient Boosting_none
weighted avg;1,0;1,0;1,0;1437,0;0,9750752888378074;0,9757233983336924;0,975;360,0;Gradient Boosting_none
balanced_accuracy;1,0;;;;0,9916176470588235;;;;SVM_rfe
kappa;1,0;;;;0,9907107162209817;;;;SVM_rfe
accuracy;1,0;1,0;1,0;1,0;0,9916666666666667;0,9916666666666667;0,9916666666666667;0,9916666666666667;SVM_rfe
macro avg;1,0;1,0;1,0;1437,0;0,9920136546370315;0,9924754901960784;0,9916176470588235;360,0;SVM_rfe
weighted avg;1,0;1,0;1,0;1437,0;0,9916605568647989;0,991724537037037;0,9916666666666667;360,0;SVM_rfe
balanced_accuracy;1,0;;;;0,9832154776804337;;;;SVM_pca
kappa;1,0;;;;0,981420953036298;;;;SVM_pca
accuracy;1,0;1,0;1,0;1,0;0,9833333333333333;0,9833333333333333;0,9833333333333333;0,9833333333333333;SVM_pca
macro avg;1,0;1,0;1,0;1437,0;0,9837310190827007;0,9844954235723948;0,9832154776804337;360,0;SVM_pca
weighted avg;1,0;1,0;1,0;1437,0;0,9832820998934292;0,9834671197442371;0,9833333333333333;360,0;SVM_pca
balanced_accuracy;1,0;;;;0,9894899874843555;;;;SVM_rf
kappa;1,0;;;;0,9876155665448291;;;;SVM_rf
accuracy;1,0;1,0;1,0;1,0;0,9888888888888889;0,9888888888888889;0,9888888888888889;0,9888888888888889;SVM_rf
macro avg;1,0;1,0;1,0;1437,0;0,9895301759372854;0,9896533861771658;0,9894899874843555;360,0;SVM_rf
weighted avg;1,0;1,0;1,0;1437,0;0,9888877210193165;0,988966049382716;0,9888888888888889;360,0;SVM_rf
balanced_accuracy;1,0;;;;0,9887605042016807;;;;SVM_mi
kappa;1,0;;;;0,987613009780561;;;;SVM_mi
accuracy;1,0;1,0;1,0;1,0;0,9888888888888889;0,9888888888888889;0,9888888888888889;0,9888888888888889;SVM_mi
macro avg;1,0;1,0;1,0;1437,0;0,9895336775203267;0,9904771908763506;0,9887605042016807;360,0;SVM_mi
weighted avg;1,0;1,0;1,0;1437,0;0,9889059007498738;0,9891156462585033;0,9888888888888889;360,0;SVM_mi
balanced_accuracy;1,0;;;;0,9807154776804337;;;;SVM_none
kappa;1,0;;;;0,9783263094521373;;;;SVM_none
accuracy;1,0;1,0;1,0;1,0;0,9805555555555555;0,9805555555555555;0,9805555555555555;0,9805555555555555;SVM_none
macro avg;1,0;1,0;1,0;1437,0;0,9807938024020144;0,9811871142346738;0,9807154776804337;360,0;SVM_none
weighted avg;1,0;1,0;1,0;1437,0;0,9804738636447198;0,9807022919794092;0,9805555555555555;360,0;SVM_none
balanced_accuracy;0,9928902116402115;;;;0,978636837713809;;;;KNN_rfe
kappa;0,9922663060120994;;;;0,9752360315740598;;;;KNN_rfe
accuracy;0,9930410577592206;0,9930410577592206;0,9930410577592206;0,9930410577592206;0,9777777777777777;0,9777777777777777;0,9777777777777777;0,9777777777777777;KNN_rfe
macro avg;0,9930002150371153;0,9932282967909739;0,9928902116402115;1437,0;0,9777496253630661;0,977455118056141;0,978636837713809;360,0;KNN_rfe
weighted avg;0,9930133753444924;0,9931046208958132;0,9930410577592206;1437,0;0,977684761190151;0,9781018371054603;0,9777777777777777;360,0;KNN_rfe
balanced_accuracy;1,0;;;;0,9735878181059657;;;;KNN_pca
kappa;1,0;;;;0,9690407801723396;;;;KNN_pca
accuracy;1,0;1,0;1,0;1,0;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;KNN_pca
macro avg;1,0;1,0;1,0;1437,0;0,9730169175247567;0,9729121234675023;0,9735878181059657;360,0;KNN_pca
weighted avg;1,0;1,0;1,0;1437,0;0,9720039641854799;0,9722435714970953;0,9722222222222222;360,0;KNN_pca
balanced_accuracy;0,9943619278434713;;;;0,978636837713809;;;;KNN_rf
kappa;0,993813104743986;;;;0,9752334760848254;;;;KNN_rf
accuracy;0,9944328462073765;0,9944328462073765;0,9944328462073765;0,9944328462073765;0,9777777777777777;0,9777777777777777;0,9777777777777777;0,9777777777777777;KNN_rf
macro avg;0,994453834233109;0,9945862348671761;0,9943619278434713;1437,0;0,9781229957030171;0,9782686349522614;0,978636837713809;360,0;KNN_rf
weighted avg;0,9944266608716696;0,9944621300719778;0,9944328462073765;1437,0;0,9776789657943701;0,9781609387603066;0,9777777777777777;360,0;KNN_rf
balanced_accuracy;0,9929963424594295;;;;0,973498691546251;;;;KNN_mi
kappa;0,9922663975782038;;;;0,9690455717970765;;;;KNN_mi
accuracy;0,9930410577592206;0,9930410577592206;0,9930410577592206;0,9930410577592206;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;KNN_mi
macro avg;0,9930719535245348;0,9931881294623528;0,9929963424594295;1437,0;0,9723525403249234;0,9716860122086478;0,973498691546251;360,0;KNN_mi
weighted avg;0,9930277106167342;0,9930560281058629;0,9930410577592206;1437,0;0,9720732960013321;0,9723760706070175;0,9722222222222222;360,0;KNN_mi
balanced_accuracy;1,0;;;;0,9764629246703308;;;;KNN_none
kappa;1,0;;;;0,9721419727610401;;;;KNN_none
accuracy;1,0;1,0;1,0;1,0;0,975;0,975;0,975;0,975;KNN_none
macro avg;1,0;1,0;1,0;1437,0;0,9753878815761002;0,9752116287950792;0,9764629246703308;360,0;KNN_none
weighted avg;1,0;1,0;1,0;1437,0;0,9750023326936312;0,9757601405702153;0,975;360,0;KNN_none
balanced_accuracy;1,0;;;;0,9702183359257418;;;;XGBoost_rfe
kappa;1,0;;;;0,9659419292692996;;;;XGBoost_rfe
accuracy;1,0;1,0;1,0;1,0;0,9694444444444444;0,9694444444444444;0,9694444444444444;0,9694444444444444;XGBoost_rfe
macro avg;1,0;1,0;1,0;1437,0;0,9701978238703036;0,9706775241715493;0,9702183359257418;360,0;XGBoost_rfe
weighted avg;1,0;1,0;1,0;1437,0;0,9694161573309913;0,969855472459639;0,9694444444444444;360,0;XGBoost_rfe
balanced_accuracy;1,0;;;;0,947304788453099;;;;XGBoost_pca
kappa;1,0;;;;0,9411729292269057;;;;XGBoost_pca
accuracy;1,0;1,0;1,0;1,0;0,9472222222222222;0,9472222222222222;0,9472222222222222;0,9472222222222222;XGBoost_pca
macro avg;1,0;1,0;1,0;1437,0;0,9473080583253143;0,948650818611898;0,947304788453099;360,0;XGBoost_pca
weighted avg;1,0;1,0;1,0;1437,0;0,9472031187436555;0,9483504078727656;0,9472222222222222;360,0;XGBoost_pca
balanced_accuracy;1,0;;;;0,9671468723726981;;;;XGBoost_rf
kappa;1,0;;;;0,9628486167129625;;;;XGBoost_rf
accuracy;1,0;1,0;1,0;1,0;0,9666666666666667;0,9666666666666667;0,9666666666666667;0,9666666666666667;XGBoost_rf
macro avg;1,0;1,0;1,0;1437,0;0,9667959366439118;0,9673941024457472;0,9671468723726981;360,0;XGBoost_rf
weighted avg;1,0;1,0;1,0;1437,0;0,9667799640513265;0,9677432455858219;0,9666666666666667;360,0;XGBoost_rf
balanced_accuracy;1,0;;;;0,9735105087363344;;;;XGBoost_mi
kappa;1,0;;;;0,9690495636848214;;;;XGBoost_mi
accuracy;1,0;1,0;1,0;1,0;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;XGBoost_mi
macro avg;1,0;1,0;1,0;1437,0;0,9721426478985251;0,9716823160286763;0,9735105087363344;360,0;XGBoost_mi
weighted avg;1,0;1,0;1,0;1437,0;0,9723457588184617;0,9732691033402608;0,9722222222222222;360,0;XGBoost_mi
balanced_accuracy;1,0;;;;0,9774661779605458;;;;XGBoost_none
kappa;1,0;;;;0,9752275112250339;;;;XGBoost_none
accuracy;1,0;1,0;1,0;1,0;0,9777777777777777;0,9777777777777777;0,9777777777777777;0,9777777777777777;XGBoost_none
macro avg;1,0;1,0;1,0;1437,0;0,977905876610115;0,9786185774044366;0,9774661779605458;360,0;XGBoost_none
weighted avg;1,0;1,0;1,0;1437,0;0,9777737912203842;0,9780466887609743;0,9777777777777777;360,0;XGBoost_none
balanced_accuracy;0,9140663488902854;;;;0,9120405659530653;;;;Naive Bayes_rfe
kappa;0,9041071489113921;;;;0,9010045630709209;;;;Naive Bayes_rfe
accuracy;0,9137091162143354;0,9137091162143354;0,9137091162143354;0,9137091162143354;0,9111111111111111;0,9111111111111111;0,9111111111111111;0,9111111111111111;Naive Bayes_rfe
macro avg;0,9142078368194205;0,9161213753690269;0,9140663488902854;1437,0;0,9105957561332815;0,9146982090650679;0,9120405659530653;360,0;Naive Bayes_rfe
weighted avg;0,9138926636306337;0,9158680227162955;0,9137091162143354;1437,0;0,9120655447233089;0,9185298941593177;0,9111111111111111;360,0;Naive Bayes_rfe
balanced_accuracy;0,9197818300112249;;;;0,8958959504245732;;;;Naive Bayes_pca
kappa;0,9110615139697817;;;;0,8855001203452189;;;;Naive Bayes_pca
accuracy;0,9199721642310369;0,9199721642310369;0,9199721642310369;0,9199721642310369;0,8972222222222223;0,8972222222222223;0,8972222222222223;0,8972222222222223;Naive Bayes_pca
macro avg;0,9200570856827005;0,922367322120332;0,9197818300112249;1437,0;0,8953420464804426;0,8997360458312939;0,8958959504245732;360,0;Naive Bayes_pca
weighted avg;0,9200880069501258;0,9222704423948558;0,9199721642310369;1437,0;0,8987979484255075;0,904814084925737;0,8972222222222223;360,0;Naive Bayes_pca
balanced_accuracy;0,8932865061276839;;;;0,8842787532976356;;;;Naive Bayes_rf
kappa;0,8809123925955145;;;;0,8731032111077677;;;;Naive Bayes_rf
accuracy;0,8928322894919972;0,8928322894919972;0,8928322894919972;0,8928322894919972;0,8861111111111111;0,8861111111111111;0,8861111111111111;0,8861111111111111;Naive Bayes_rf
macro avg;0,8937913867351046;0,8997592927139462;0,8932865061276839;1437,0;0,8843581715272698;0,89558684192773;0,8842787532976356;360,0;Naive Bayes_rf
weighted avg;0,8935314620696563;0,8997481634800089;0,8928322894919972;1437,0;0,8867878994079194;0,8980529041871549;0,8861111111111111;360,0;Naive Bayes_rf
balanced_accuracy;0,9085307137101217;;;;0,8968841221628674;;;;Naive Bayes_mi
kappa;0,8971565373488997;;;;0,891635275298003;;;;Naive Bayes_mi
accuracy;0,907446068197634;0,907446068197634;0,907446068197634;0,907446068197634;0,9027777777777778;0,9027777777777778;0,9027777777777778;0,9027777777777778;Naive Bayes_mi
macro avg;0,9082875651411937;0,911491775281289;0,9085307137101217;1437,0;0,8975760904536445;0,902775685020673;0,8968841221628674;360,0;Naive Bayes_mi
weighted avg;0,9075938260418526;0,9112635717405116;0,907446068197634;1437,0;0,9030448299507212;0,9077484629778134;0,9027777777777778;360,0;Naive Bayes_mi
balanced_accuracy;0,8419366994313734;;;;0,8387871090745609;;;;Naive Bayes_none
kappa;0,8244322016656925;;;;0,8207463750075118;;;;Naive Bayes_none
accuracy;0,8420320111343076;0,8420320111343076;0,8420320111343076;0,8420320111343076;0,8388888888888889;0,8388888888888889;0,8388888888888889;0,8388888888888889;Naive Bayes_none
macro avg;0,8435788227117916;0,8757664701286624;0,8419366994313734;1437,0;0,8337541665758597;0,8583463766437905;0,8387871090745609;360,0;Naive Bayes_none
weighted avg;0,8432355114805513;0,8748713434003255;0,8420320111343076;1437,0;0,839872335377561;0,8693221981992849;0,8388888888888889;360,0;Naive Bayes_none
balanced_accuracy;1,0;;;;0,9777692082635762;;;;MLP_rfe
kappa;1,0;;;;0,975230920068115;;;;MLP_rfe
accuracy;1,0;1,0;1,0;1,0;0,9777777777777777;0,9777777777777777;0,9777777777777777;0,9777777777777777;MLP_rfe
macro avg;1,0;1,0;1,0;1437,0;0,9777209498144881;0,9779161930024;0,9777692082635762;360,0;MLP_rfe
weighted avg;1,0;1,0;1,0;1437,0;0,9778115505497553;0,9780768090466367;0,9777777777777777;360,0;MLP_rfe
balanced_accuracy;1,0;;;;0,9845051850527445;;;;MLP_pca
kappa;1,0;;;;0,9814227107361251;;;;MLP_pca
accuracy;1,0;1,0;1,0;1,0;0,9833333333333333;0,9833333333333333;0,9833333333333333;0,9833333333333333;MLP_pca
macro avg;1,0;1,0;1,0;1437,0;0,9847043643863153;0,9850220592738348;0,9845051850527445;360,0;MLP_pca
weighted avg;1,0;1,0;1,0;1437,0;0,983334175399387;0,9834675498697634;0,9833333333333333;360,0;MLP_pca
balanced_accuracy;1,0;;;;0,9802692082635762;;;;MLP_rf
kappa;1,0;;;;0,9783220212134507;;;;MLP_rf
accuracy;1,0;1,0;1,0;1,0;0,9805555555555555;0,9805555555555555;0,9805555555555555;0,9805555555555555;MLP_rf
macro avg;1,0;1,0;1,0;1437,0;0,981192380838299;0,9824381726457203;0,9802692082635762;360,0;MLP_rf
weighted avg;1,0;1,0;1,0;1437,0;0,9806043897743641;0,9809616847467693;0,9805555555555555;360,0;MLP_rf
balanced_accuracy;1,0;;;;0,9752692082635763;;;;MLP_mi
kappa;1,0;;;;0,9721376605954285;;;;MLP_mi
accuracy;1,0;1,0;1,0;1,0;0,975;0,975;0,975;0,975;MLP_mi
macro avg;1,0;1,0;1,0;1437,0;0,9746963231435567;0,9746303258145362;0,9752692082635763;360,0;MLP_mi
weighted avg;1,0;1,0;1,0;1437,0;0,9750154842144394;0,975498642439432;0,975;360,0;MLP_mi
balanced_accuracy;1,0;;;;0,9823775254782765;;;;MLP_none
kappa;1,0;;;;0,9783276142315334;;;;MLP_none
accuracy;1,0;1,0;1,0;1,0;0,9805555555555555;0,9805555555555555;0,9805555555555555;0,9805555555555555;MLP_none
macro avg;1,0;1,0;1,0;1437,0;0,9824547504923269;0,9827109974424554;0,9823775254782765;360,0;MLP_none
weighted avg;1,0;1,0;1,0;1437,0;0,9805956557800212;0,9808316080055212;0,9805555555555555;360,0;MLP_none
