Metric;f1-score-train;precision-train;recall-train;support-train;f1-score-test;precision-test;recall-test;support-test;Model
balanced_accuracy;0,9985912698412698;;;;0,9743702791014647;;;;Logistic Regression_rfe
kappa;0,9984533003255927;;;;0,9690423775454046;;;;Logistic Regression_rfe
accuracy;0,9986082115518441;0,9986082115518441;0,9986082115518441;0,9986082115518441;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;Logistic Regression_rfe
macro avg;0,9986235080210182;0,998660394265233;0,9985912698412698;1437,0;0,9739667047321123;0,9737200195827308;0,9743702791014647;360,0;Logistic Regression_rfe
weighted avg;0,9986080904720126;0,9986127011919994;0,9986082115518441;1437,0;0,9722963303758159;0,9725212596953555;0,9722222222222222;360,0;Logistic Regression_rfe
balanced_accuracy;0,9985912698412698;;;;0,9743702791014647;;;;Logistic Regression_pca
kappa;0,9984533003255927;;;;0,9690405139274688;;;;Logistic Regression_pca
accuracy;0,9986082115518441;0,9986082115518441;0,9986082115518441;0,9986082115518441;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;Logistic Regression_pca
macro avg;0,9986235080210182;0,998660394265233;0,9985912698412698;1437,0;0,9741541019090578;0,9740867381435333;0,9743702791014647;360,0;Logistic Regression_pca
weighted avg;0,9986080904720126;0,9986127011919994;0,9986082115518441;1437,0;0,9723129356750723;0,9725494891443167;0,9722222222222222;360,0;Logistic Regression_pca
balanced_accuracy;0,9978968253968254;;;;0,978625598250401;;;;Logistic Regression_rf
kappa;0,9976799380025186;;;;0,975230920068115;;;;Logistic Regression_rf
accuracy;0,9979123173277662;0,9979123173277662;0,9979123173277662;0,9979123173277662;0,9777777777777777;0,9777777777777777;0,9777777777777777;0,9777777777777777;Logistic Regression_rf
macro avg;0,997951119603362;0,998018648018648;0,9978968253968254;1437,0;0,9785583879405924;0,9787335199331724;0,978625598250401;360,0;Logistic Regression_rf
weighted avg;0,99791192276783;0,9979252943762339;0,9979123173277662;1437,0;0,9778291501740484;0,9781424742015874;0,9777777777777777;360,0;Logistic Regression_rf
balanced_accuracy;0,9985912698412698;;;;0,9743702791014647;;;;Logistic Regression_mi
kappa;0,9984533003255927;;;;0,9690423775454046;;;;Logistic Regression_mi
accuracy;0,9986082115518441;0,9986082115518441;0,9986082115518441;0,9986082115518441;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;Logistic Regression_mi
macro avg;0,9986235080210182;0,998660394265233;0,9985912698412698;1437,0;0,9739667047321123;0,9737200195827308;0,9743702791014647;360,0;Logistic Regression_mi
weighted avg;0,9986080904720126;0,9986127011919994;0,9986082115518441;1437,0;0,9722963303758159;0,9725212596953555;0,9722222222222222;360,0;Logistic Regression_mi
balanced_accuracy;0,9985912698412698;;;;0,9743702791014647;;;;Logistic Regression_none
kappa;0,9984533003255927;;;;0,9690423775454046;;;;Logistic Regression_none
accuracy;0,9986082115518441;0,9986082115518441;0,9986082115518441;0,9986082115518441;0,9722222222222222;0,9722222222222222;0,9722222222222222;0,9722222222222222;Logistic Regression_none
macro avg;0,9986235080210182;0,998660394265233;0,9985912698412698;1437,0;0,9739667047321123;0,9737200195827308;0,9743702791014647;360,0;Logistic Regression_none
weighted avg;0,9986080904720126;0,9986127011919994;0,9986082115518441;1437,0;0,9722963303758159;0,9725212596953555;0,9722222222222222;360,0;Logistic Regression_none
balanced_accuracy;0,9423942276308468;;;;0,8047608323457212;;;;Decision Tree_rfe
kappa;0,936576234038293;;;;0,7835497835497836;;;;Decision Tree_rfe
accuracy;0,942936673625609;0,942936673625609;0,942936673625609;0,942936673625609;0,8055555555555556;0,8055555555555556;0,8055555555555556;0,8055555555555556;Decision Tree_rfe
macro avg;0,9430821822741811;0,9455098057023321;0,9423942276308468;1437,0;0,8025654773632681;0,808770888367864;0,8047608323457212;360,0;Decision Tree_rfe
weighted avg;0,9429985049140828;0,9447889884222259;0,942936673625609;1437,0;0,8077713437681958;0,8186005635880775;0,8055555555555556;360,0;Decision Tree_rfe
balanced_accuracy;1,0;;;;0,7840461438128359;;;;Decision Tree_pca
kappa;1,0;;;;0,7617819944312674;;;;Decision Tree_pca
accuracy;1,0;1,0;1,0;1,0;0,7861111111111111;0,7861111111111111;0,7861111111111111;0,7861111111111111;Decision Tree_pca
macro avg;1,0;1,0;1,0;1437,0;0,783684420270525;0,7857827324478178;0,7840461438128359;360,0;Decision Tree_pca
weighted avg;1,0;1,0;1,0;1437,0;0,7880625178999624;0,7927504568135497;0,7861111111111111;360,0;Decision Tree_pca
balanced_accuracy;0,9986159003831417;;;;0,8689645076767567;;;;Decision Tree_rf
kappa;0,9984533119789212;;;;0,8576035083193603;;;;Decision Tree_rf
